Price,Adj Close,Close,High,Low,Open,Volume
Ticker,^NDX,^NDX,^NDX,^NDX,^NDX,^NDX
Date,,,,,,
2020-08-01,12110.7001953125,12110.7001953125,12167.4599609375,10855.0595703125,11018.01953125,78996130000
2020-09-01,11418.0595703125,11418.0595703125,12439.48046875,10677.849609375,12203.3603515625,82496920000
2020-10-01,11052.9501953125,11052.9501953125,12204.75,10960.01953125,11554.9599609375,78287400000
2020-11-01,12268.3203125,12268.3203125,12306.7099609375,10957.1103515625,11152.48046875,91282630000
2020-12-01,12888.2802734375,12888.2802734375,12925.5302734375,12226.1298828125,12387.6201171875,112635010000
2021-01-01,12925.3798828125,12925.3798828125,13563.7001953125,12537.419921875,12950.2197265625,139796850000
2021-02-01,12909.4404296875,12909.4404296875,13879.76953125,12758.1201171875,13067.650390625,142926770000
2021-03-01,13091.4404296875,13091.4404296875,13301.6201171875,12208.3896484375,13106.01953125,134201470000
2021-04-01,13860.759765625,13860.759765625,14073.48046875,13255.8203125,13268.8798828125,91591470000
2021-05-01,13686.509765625,13686.509765625,13955.0,12967.1796875,13923.0400390625,89415440000
2021-06-01,14554.7998046875,14554.7998046875,14582.2998046875,13469.849609375,13764.26953125,108377000000
2021-07-01,14959.900390625,14959.900390625,15142.349609375,14455.0703125,14530.6298828125,88708530000
2021-08-01,15582.509765625,15582.509765625,15620.6201171875,14773.1904296875,15046.099609375,88083480000
2021-09-01,14689.6201171875,14689.6201171875,15701.400390625,14684.5498046875,15637.1298828125,95275100000
2021-10-01,15850.4697265625,15850.4697265625,15856.900390625,14384.9296875,14731.3798828125,99492020000
2021-11-01,16135.919921875,16135.919921875,16764.859375,15785.3095703125,15879.6103515625,109314860000
2021-12-01,16320.080078125,16320.080078125,16607.189453125,15508.740234375,16347.9599609375,104264460000
2022-01-01,14930.0498046875,14930.0498046875,16513.869140625,13724.849609375,16395.509765625,100106820000
2022-02-01,14237.8095703125,14237.8095703125,15196.400390625,13065.4404296875,14966.599609375,89543300000
2022-03-01,14838.490234375,14838.490234375,15265.419921875,13020.400390625,14197.66015625,131081330000
2022-04-01,12854.7998046875,12854.7998046875,15161.8896484375,12835.48046875,14886.91015625,96581010000
2022-05-01,12642.099609375,12642.099609375,13556.669921875,11492.2900390625,12864.830078125,111465680000
2022-06-01,11503.7197265625,11503.7197265625,12897.6298828125,11037.2099609375,12750.3095703125,113875890000
2022-07-01,12947.9697265625,12947.9697265625,12986.6396484375,11366.0703125,11472.6298828125,94293720000
2022-08-01,12272.0302734375,12272.0302734375,13720.91015625,12240.8203125,12877.0400390625,110367680000
2022-09-01,10971.2197265625,10971.2197265625,12752.830078125,10966.9501953125,12158.8798828125,98888530000
2022-10-01,11405.5703125,11405.5703125,11681.849609375,10440.6396484375,11059.169921875,98292380000
2022-11-01,12030.0595703125,12030.0595703125,12031.33984375,10632.3896484375,11571.5302734375,101572370000
2022-12-01,10939.759765625,10939.759765625,12166.41015625,10671.1904296875,12030.240234375,100007430000
2023-01-01,12101.9296875,12101.9296875,12248.150390625,10696.419921875,11038.419921875,106732920000
2023-02-01,12042.1201171875,12042.1201171875,12880.98046875,11900.83984375,12087.919921875,99644100000
2023-03-01,13181.349609375,13181.349609375,13188.830078125,11695.41015625,12026.7197265625,120323510000
2023-04-01,13245.990234375,13245.990234375,13247.3896484375,12724.240234375,13084.099609375,90509520000
2023-05-01,14254.08984375,14254.08984375,14520.169921875,12938.4501953125,13229.1103515625,101290320000
2023-06-01,15179.2099609375,15179.2099609375,15284.650390625,14219.9404296875,14269.08984375,107650300000
2023-07-01,15757.0,15757.0,15932.0498046875,14924.6396484375,15190.5400390625,96983440000
2023-08-01,15501.0703125,15501.0703125,15748.4296875,14557.830078125,15696.98046875,110754840000
2023-09-01,14715.240234375,14715.240234375,15618.849609375,14432.599609375,15600.9501953125,94727650000
2023-10-01,14409.7802734375,14409.7802734375,15333.98046875,14058.330078125,14717.900390625,97818540000
2023-11-01,15947.8701171875,15947.8701171875,16166.509765625,14441.8896484375,14453.6796875,95884580000
2023-12-01,16825.9296875,16825.9296875,16969.169921875,15695.580078125,15892.58984375,120361680000
